N_Seeds,Mean_Total_Cost,StdDev_Total_Cost,CoefVar_Pct,SEM,Confidence_Level,CI_Lower,CI_Upper,Min_Total_Cost,Max_Total_Cost
30,313184129.92,15084150.32,4.8164,2753976.46,0.95,307786435.23,318581824.6,279056842.29,334685491.26
