N_Seeds,Mean_Total_Cost,StdDev_Total_Cost,CoefVar_Pct,SEM,Confidence_Level,CI_Lower,CI_Upper,Min_Total_Cost,Max_Total_Cost
30,355778296.29,8281665.76,2.3278,1512018.38,0.95,352814794.72,358741797.87,335925677.15,367075175.66
